## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-110465_S55_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-110465_S55_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/NexteraCap-IDT-110465_S55_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-110465_S55_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 16:34:38 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	32	94099516	1680	26	0.290614	0.00709			
All Reads	ALL	33	99563693	1939	27	0.317009	0.007199			
All Reads	ALL	34	103822748	2022	26	0.317017	0.00705			
All Reads	ALL	35	107046720	2373	27	0.360843	0.007407			
All Reads	ALL	36	109094349	2705	27	0.403608	0.00776			
All Reads	ALL	37	109759029	2770	27	0.410803	0.007805			
All Reads	ALL	38	108742561	3141	26	0.470178	0.008389			
All Reads	ALL	39	106350740	3452	27	0.528353	0.008993			
All Reads	ALL	40	102986732	3848	27	0.608202	0.009805			
All Reads	ALL	41	98941479	4019	27	0.661202	0.01043			
All Reads	ALL	42	94444701	4019	28	0.692683	0.010926			
All Reads	ALL	43	89958166	4421	27	0.799971	0.012031			
All Reads	ALL	44	85906450	4799	28	0.909325	0.013126			
All Reads	ALL	45	82456226	4737	27	0.935135	0.013587			
All Reads	ALL	46	79550344	4720	28	0.965816	0.014058			
All Reads	ALL	47	77085421	4828	28	1.019505	0.014673			
All Reads	ALL	48	74497370	5006	27	1.093816	0.01546			
All Reads	ALL	49	71272749	5110	27	1.167056	0.016326			
All Reads	ALL	50	67162836	4682	28	1.134741	0.016584			
All Reads	ALL	51	62356075	5091	27	1.32898	0.018626			
All Reads	ALL	52	57369069	5288	27	1.500403	0.020633			
All Reads	ALL	53	52702057	5709	27	1.763302	0.023337			
All Reads	ALL	54	48542265	5618	26	1.883892	0.025134			
All Reads	ALL	55	44876597	5899	27	2.139699	0.027859			
All Reads	ALL	56	41346578	6096	27	2.399936	0.030738			
All Reads	ALL	57	37594432	5968	27	2.584042	0.033449			
All Reads	ALL	58	33458358	6119	26	2.97694	0.038057			
All Reads	ALL	59	28972655	5824	26	3.272106	0.042876			
All Reads	ALL	60	24470214	6052	26	4.02583	0.051749			
All Reads	ALL	61	20316562	6501	26	5.208639	0.0646			
All Reads	ALL	62	16771816	6264	27	6.079473	0.076814			
All Reads	ALL	63	13846719	5516	26	6.484428	0.087309			
All Reads	ALL	64	11435727	5057	26	7.198193	0.101222			
All Reads	ALL	65	9427296	4798	26	8.284521	0.119602			
All Reads	ALL	66	7763602	3955	25	8.292348	0.131857			
All Reads	ALL	67	6306729	3209	25	8.282469	0.146209			
All Reads	ALL	68	5044172	2480	25	8.00306	0.160705			
All Reads	ALL	69	4036063	1661	24	6.698938	0.164369			
All Reads	ALL	70	3237424	1239	24	6.229684	0.176983			
All Reads	ALL	71	2593527	792	25	4.970827	0.176631			
All Reads	ALL	72	2098727	423	28	3.280792	0.159518			
All Reads	ALL	73	1714316	270	25	2.5637	0.156022			
All Reads	ALL	74	1414431	140	23	1.611167	0.136168			
All Reads	ALL	75	1193116	79	25	1.077801	0.121262			
All Reads	ALL	76	1030236	38	26	0.600401	0.097398			
All Reads	ALL	77	906345	8	29	0.143678	0.050798			
All Reads	ALL	78	806223	10	20	0.201901	0.063847			
All Reads	ALL	79	704539	2	23	0.046208	0.032674			
All Reads	ALL	80	601018	1	0	0.027084	0.027084			
All Reads	ALL	81	504754	0	0	0	0			
All Reads	ALL	82	423484	0	0	0	0			
All Reads	ALL	83	348430	0	0	0	0			
All Reads	ALL	84	270044	0	0	0	0			
All Reads	ALL	85	195661	0	0	0	0			
All Reads	ALL	86	130371	0	0	0	0			
All Reads	ALL	87	84764	0	0	0	0			
All Reads	ALL	88	58468	0	0	0	0			
All Reads	ALL	89	38017	0	0	0	0			
All Reads	ALL	90	24933	0	0	0	0			
All Reads	ALL	91	15833	0	0	0	0			
All Reads	ALL	92	9370	0	0	0	0			
All Reads	ALL	93	5877	0	0	0	0			
All Reads	ALL	94	3408	0	0	0	0			
All Reads	ALL	95	1663	0	0	0	0			
All Reads	ALL	96	986	0	0	0	0			
All Reads	ALL	97	658	0	0	0	0			
All Reads	ALL	98	328	0	0	0	0			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	0	0	0	0			


