## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Roche-GIAB_S60_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Roche-GIAB_S60_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/NexteraCap-Roche-GIAB_S60_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Roche-GIAB_S60_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 17:22:17 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	33	99563693	407	24	0.109468	0.005426			
All Reads	ALL	34	103822748	391	24	0.10085	0.0051			
All Reads	ALL	35	107046720	592	24	0.148095	0.006087			
All Reads	ALL	36	109094349	628	26	0.154152	0.006151			
All Reads	ALL	37	109759029	771	26	0.188108	0.006775			
All Reads	ALL	38	108742561	1017	26	0.250446	0.007853			
All Reads	ALL	39	106350740	1065	26	0.268165	0.008217			
All Reads	ALL	40	102986732	1147	26	0.298246	0.008806			
All Reads	ALL	41	98941479	1244	26	0.336693	0.009546			
All Reads	ALL	42	94444701	1460	27	0.413969	0.010834			
All Reads	ALL	43	89958166	1623	27	0.483137	0.011993			
All Reads	ALL	44	85906450	1743	27	0.543331	0.013014			
All Reads	ALL	45	82456226	1863	26	0.605037	0.014018			
All Reads	ALL	46	79550344	1696	27	0.570922	0.013863			
All Reads	ALL	47	77085421	2032	26	0.705902	0.01566			
All Reads	ALL	48	74497370	2296	27	0.825322	0.017224			
All Reads	ALL	49	71272749	2454	27	0.922027	0.018613			
All Reads	ALL	50	67162836	2603	27	1.037858	0.020342			
All Reads	ALL	51	62356075	2597	27	1.115285	0.021885			
All Reads	ALL	52	57369069	2974	27	1.388212	0.025456			
All Reads	ALL	53	52702057	3279	26	1.666121	0.029096			
All Reads	ALL	54	48542265	3400	27	1.875649	0.032167			
All Reads	ALL	55	44876597	4107	26	2.450742	0.038242			
All Reads	ALL	56	41346578	4485	27	2.904796	0.043374			
All Reads	ALL	57	37594432	4600	26	3.276627	0.048311			
All Reads	ALL	58	33458358	4447	27	3.559223	0.053373			
All Reads	ALL	59	28972655	3863	26	3.570501	0.057447			
All Reads	ALL	60	24470214	4933	27	5.398413	0.076862			
All Reads	ALL	61	20316562	5804	27	7.650149	0.100417			
All Reads	ALL	62	16771816	5180	26	8.270703	0.114915			
All Reads	ALL	63	13846719	5306	27	10.261553	0.140874			
All Reads	ALL	64	11435727	4653	26	10.895872	0.159733			
All Reads	ALL	65	9427296	4625	26	13.137639	0.19318			
All Reads	ALL	66	7763602	4464	26	15.397622	0.230458			
All Reads	ALL	67	6306729	3691	26	15.672295	0.257965			
All Reads	ALL	68	5044172	2708	25	14.376445	0.276266			
All Reads	ALL	69	4036063	2206	25	14.636603	0.311629			
All Reads	ALL	70	3237424	1392	25	11.514163	0.308612			
All Reads	ALL	71	2593527	865	24	8.93137	0.303676			
All Reads	ALL	72	2098727	403	26	5.142116	0.256147			
All Reads	ALL	73	1714316	266	25	4.155119	0.254767			
All Reads	ALL	74	1414431	173	25	3.275345	0.24902			
All Reads	ALL	75	1193116	62	20	1.391559	0.176728			
All Reads	ALL	76	1030236	37	19	0.96174	0.158109			
All Reads	ALL	77	906345	26	19	0.768197	0.150656			
All Reads	ALL	78	806223	5	0	0.166076	0.074272			
All Reads	ALL	79	704539	1	0	0.038009	0.038009			
All Reads	ALL	80	601018	0	0	0	0			
All Reads	ALL	81	504754	0	0	0	0			
All Reads	ALL	82	423484	0	0	0	0			
All Reads	ALL	83	348430	0	0	0	0			
All Reads	ALL	84	270044	0	0	0	0			
All Reads	ALL	85	195661	0	0	0	0			
All Reads	ALL	86	130371	0	0	0	0			
All Reads	ALL	87	84764	0	0	0	0			
All Reads	ALL	88	58468	0	0	0	0			
All Reads	ALL	89	38017	0	0	0	0			
All Reads	ALL	90	24933	0	0	0	0			
All Reads	ALL	91	15833	0	0	0	0			
All Reads	ALL	92	9370	0	0	0	0			
All Reads	ALL	93	5877	0	0	0	0			
All Reads	ALL	94	3408	0	0	0	0			
All Reads	ALL	95	1663	0	0	0	0			
All Reads	ALL	96	986	0	0	0	0			
All Reads	ALL	97	658	0	0	0	0			
All Reads	ALL	98	328	0	0	0	0			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	0	0	0	0			


