## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-1501199_S2_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-1501199_S2_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/Twist-Roche-1501199_S2_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-1501199_S2_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 20:22:23 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	31	87582575	3921	25	0.269084	0.004297			
All Reads	ALL	32	94099516	4463	25	0.285068	0.004267			
All Reads	ALL	33	99563693	5205	25	0.314216	0.004355			
All Reads	ALL	34	103822748	5894	25	0.341213	0.004444			
All Reads	ALL	35	107046720	6452	25	0.362268	0.00451			
All Reads	ALL	36	109094349	7449	25	0.410397	0.004755			
All Reads	ALL	37	109759029	7994	26	0.437756	0.004896			
All Reads	ALL	38	108742561	8644	25	0.477775	0.005139			
All Reads	ALL	39	106350740	9672	25	0.546619	0.005558			
All Reads	ALL	40	102986732	10492	26	0.61233	0.005978			
All Reads	ALL	41	98941479	10754	26	0.653281	0.0063			
All Reads	ALL	42	94444701	10485	26	0.667267	0.006517			
All Reads	ALL	43	89958166	10547	26	0.704688	0.006862			
All Reads	ALL	44	85906450	11347	26	0.793896	0.007453			
All Reads	ALL	45	82456226	11142	26	0.812172	0.007694			
All Reads	ALL	46	79550344	11577	26	0.874707	0.00813			
All Reads	ALL	47	77085421	11359	26	0.885679	0.00831			
All Reads	ALL	48	74497370	12098	26	0.976071	0.008874			
All Reads	ALL	49	71272749	12505	26	1.054554	0.00943			
All Reads	ALL	50	67162836	11599	26	1.038007	0.009638			
All Reads	ALL	51	62356075	11586	25	1.116769	0.010375			
All Reads	ALL	52	57369069	12129	26	1.270737	0.011538			
All Reads	ALL	53	52702057	12126	26	1.382925	0.012559			
All Reads	ALL	54	48542265	12555	25	1.554552	0.013874			
All Reads	ALL	55	44876597	14293	25	1.914309	0.016012			
All Reads	ALL	56	41346578	14584	25	2.120048	0.017555			
All Reads	ALL	57	37594432	15273	25	2.441796	0.019758			
All Reads	ALL	58	33458358	15352	25	2.757839	0.022258			
All Reads	ALL	59	28972655	15126	25	3.137938	0.025514			
All Reads	ALL	60	24470214	15922	25	3.910825	0.030993			
All Reads	ALL	61	20316562	17533	25	5.18698	0.039173			
All Reads	ALL	62	16771816	15876	25	5.689441	0.045154			
All Reads	ALL	63	13846719	14800	25	6.424264	0.052807			
All Reads	ALL	64	11435727	13939	25	7.32616	0.062053			
All Reads	ALL	65	9427296	13731	25	8.754344	0.074709			
All Reads	ALL	66	7763602	11432	24	8.850494	0.082776			
All Reads	ALL	67	6306729	11004	25	10.48709	0.099972			
All Reads	ALL	68	5044172	8339	25	9.936482	0.108812			
All Reads	ALL	69	4036063	7323	25	10.905351	0.127437			
All Reads	ALL	70	3237424	5430	24	10.081121	0.136807			
All Reads	ALL	71	2593527	4008	24	9.288498	0.146717			
All Reads	ALL	72	2098727	3684	25	10.550481	0.173825			
All Reads	ALL	73	1714316	2939	24	10.304271	0.190072			
All Reads	ALL	74	1414431	2692	25	11.439363	0.220478			
All Reads	ALL	75	1193116	1981	24	9.979537	0.224217			
All Reads	ALL	76	1030236	1704	22	9.94126	0.240828			
All Reads	ALL	77	906345	1267	21	8.402173	0.23605			
All Reads	ALL	78	806223	1009	20	7.522194	0.236809			
All Reads	ALL	79	704539	931	22	7.942427	0.260303			
All Reads	ALL	80	601018	805	25	8.050391	0.283739			
All Reads	ALL	81	504754	496	25	5.906232	0.265198			
All Reads	ALL	82	423484	327	26	4.641083	0.256652			
All Reads	ALL	83	348430	332	25	5.727052	0.314313			
All Reads	ALL	84	270044	167	26	3.716982	0.287629			
All Reads	ALL	85	195661	26	22	0.798689	0.156636			
All Reads	ALL	86	130371	8	29	0.368823	0.130398			
All Reads	ALL	87	84764	16	32	1.134533	0.283633			
All Reads	ALL	88	58468	3	22	0.308398	0.178054			
All Reads	ALL	89	38017	4	26	0.632398	0.316199			
All Reads	ALL	90	24933	3	22	0.723195	0.417537			
All Reads	ALL	91	15833	0	0	0	0			
All Reads	ALL	92	9370	1	0	0.641459	0.641459			
All Reads	ALL	93	5877	0	0	0	0			
All Reads	ALL	94	3408	0	0	0	0			
All Reads	ALL	95	1663	0	0	0	0			
All Reads	ALL	96	986	0	0	0	0			
All Reads	ALL	97	658	0	0	0	0			
All Reads	ALL	98	328	0	0	0	0			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	0	0	0	0			


