## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-IDT-1501199_S10_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-IDT-1501199_S10_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/Nextera-IDT-1501199_S10_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-IDT-1501199_S10_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 18:17:47 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	32	94099516	1979	26	0.284037	0.006385			
All Reads	ALL	33	99563693	2317	25	0.314297	0.006529			
All Reads	ALL	34	103822748	2517	25	0.327421	0.006526			
All Reads	ALL	35	107046720	2859	25	0.360709	0.006746			
All Reads	ALL	36	109094349	3071	25	0.380184	0.00686			
All Reads	ALL	37	109759029	3388	26	0.416888	0.007162			
All Reads	ALL	38	108742561	3545	25	0.440284	0.007395			
All Reads	ALL	39	106350740	3812	26	0.484092	0.007841			
All Reads	ALL	40	102986732	4203	26	0.551181	0.008502			
All Reads	ALL	41	98941479	4233	26	0.577811	0.008881			
All Reads	ALL	42	94444701	4257	26	0.608754	0.00933			
All Reads	ALL	43	89958166	4665	26	0.700369	0.010254			
All Reads	ALL	44	85906450	4931	26	0.77522	0.01104			
All Reads	ALL	45	82456226	4870	26	0.797666	0.01143			
All Reads	ALL	46	79550344	4941	27	0.838858	0.011934			
All Reads	ALL	47	77085421	4731	26	0.828889	0.012051			
All Reads	ALL	48	74497370	4873	26	0.883428	0.012655			
All Reads	ALL	49	71272749	5120	27	0.970202	0.013559			
All Reads	ALL	50	67162836	4778	25	0.9608	0.0139			
All Reads	ALL	51	62356075	4739	26	1.026417	0.01491			
All Reads	ALL	52	57369069	5234	26	1.232173	0.017032			
All Reads	ALL	53	52702057	5746	26	1.472495	0.019425			
All Reads	ALL	54	48542265	5918	26	1.646534	0.021403			
All Reads	ALL	55	44876597	6128	26	1.844228	0.023559			
All Reads	ALL	56	41346578	6411	26	2.094122	0.026154			
All Reads	ALL	57	37594432	6720	26	2.414135	0.029449			
All Reads	ALL	58	33458358	6722	26	2.713374	0.033095			
All Reads	ALL	59	28972655	7008	25	3.266793	0.039023			
All Reads	ALL	60	24470214	7034	25	3.882223	0.046289			
All Reads	ALL	61	20316562	8167	25	5.429104	0.060075			
All Reads	ALL	62	16771816	7877	26	6.343027	0.071469			
All Reads	ALL	63	13846719	7503	26	7.318194	0.084486			
All Reads	ALL	64	11435727	6782	26	8.009582	0.097259			
All Reads	ALL	65	9427296	6605	26	9.462404	0.11643			
All Reads	ALL	66	7763602	5862	25	10.19761	0.133191			
All Reads	ALL	67	6306729	5495	25	11.767369	0.158743			
All Reads	ALL	68	5044172	4286	25	11.475671	0.175288			
All Reads	ALL	69	4036063	3151	24	10.544022	0.187837			
All Reads	ALL	70	3237424	2480	24	10.345892	0.207751			
All Reads	ALL	71	2593527	1956	25	10.185771	0.230308			
All Reads	ALL	72	2098727	1540	25	9.910158	0.252534			
All Reads	ALL	73	1714316	1363	25	10.737936	0.290853			
All Reads	ALL	74	1414431	1262	26	12.050177	0.339206			
All Reads	ALL	75	1193116	913	25	10.334844	0.342033			
All Reads	ALL	76	1030236	706	25	9.255157	0.348322			
All Reads	ALL	77	906345	545	25	8.121173	0.347873			
All Reads	ALL	78	806223	451	25	7.555047	0.355753			
All Reads	ALL	79	704539	502	24	9.623089	0.429499			
All Reads	ALL	80	601018	303	25	6.808806	0.391156			
All Reads	ALL	81	504754	254	26	6.796257	0.426435			
All Reads	ALL	82	423484	153	26	4.879443	0.39448			
All Reads	ALL	83	348430	124	25	4.806423	0.43163			
All Reads	ALL	84	270044	74	27	3.700948	0.430226			
All Reads	ALL	85	195661	18	24	1.242465	0.292852			
All Reads	ALL	86	130371	2	23	0.207188	0.146504			
All Reads	ALL	87	84764	2	0	0.318665	0.22533			
All Reads	ALL	88	58468	2	0	0.461985	0.326673			
All Reads	ALL	89	38017	0	0	0	0			
All Reads	ALL	90	24933	0	0	0	0			
All Reads	ALL	91	15833	0	0	0	0			
All Reads	ALL	92	9370	0	0	0	0			
All Reads	ALL	93	5877	0	0	0	0			
All Reads	ALL	94	3408	0	0	0	0			
All Reads	ALL	95	1663	0	0	0	0			
All Reads	ALL	96	986	0	0	0	0			
All Reads	ALL	97	658	0	0	0	0			
All Reads	ALL	98	328	0	0	0	0			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	0	0	0	0			


