## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-GIAB_S41_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-GIAB_S41_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/Twist-Roche-GIAB_S41_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-GIAB_S41_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 20:30:19 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	31	87582575	6521	26	0.304643	0.003773			
All Reads	ALL	32	94099516	7726	26	0.33594	0.003822			
All Reads	ALL	33	99563693	9138	26	0.37553	0.003928			
All Reads	ALL	34	103822748	10099	26	0.397998	0.00396			
All Reads	ALL	35	107046720	10622	26	0.406002	0.003939			
All Reads	ALL	36	109094349	11946	27	0.448038	0.004099			
All Reads	ALL	37	109759029	13298	27	0.495725	0.004299			
All Reads	ALL	38	108742561	14187	27	0.533809	0.004482			
All Reads	ALL	39	106350740	15784	27	0.607255	0.004834			
All Reads	ALL	40	102986732	16844	27	0.669204	0.005156			
All Reads	ALL	41	98941479	16934	27	0.700287	0.005381			
All Reads	ALL	42	94444701	16593	27	0.718856	0.005581			
All Reads	ALL	43	89958166	16608	27	0.755391	0.005862			
All Reads	ALL	44	85906450	17461	27	0.831645	0.006294			
All Reads	ALL	45	82456226	17018	27	0.844462	0.006473			
All Reads	ALL	46	79550344	16713	27	0.859621	0.006649			
All Reads	ALL	47	77085421	17268	27	0.916568	0.006975			
All Reads	ALL	48	74497370	17308	27	0.950607	0.007226			
All Reads	ALL	49	71272749	17903	27	1.027773	0.007681			
All Reads	ALL	50	67162836	16971	27	1.033887	0.007936			
All Reads	ALL	51	62356075	16651	27	1.092588	0.008467			
All Reads	ALL	52	57369069	17688	27	1.261525	0.009485			
All Reads	ALL	53	52702057	17563	27	1.363534	0.010289			
All Reads	ALL	54	48542265	17547	27	1.479032	0.011165			
All Reads	ALL	55	44876597	19651	27	1.791677	0.012781			
All Reads	ALL	56	41346578	19857	27	1.965029	0.013945			
All Reads	ALL	57	37594432	21229	27	2.310473	0.015858			
All Reads	ALL	58	33458358	21386	27	2.61529	0.017884			
All Reads	ALL	59	28972655	20846	27	2.943942	0.02039			
All Reads	ALL	60	24470214	22197	26	3.711516	0.024912			
All Reads	ALL	61	20316562	24059	26	4.845317	0.031238			
All Reads	ALL	62	16771816	21673	26	5.287298	0.035915			
All Reads	ALL	63	13846719	21303	27	6.294899	0.043129			
All Reads	ALL	64	11435727	19871	26	7.109693	0.050436			
All Reads	ALL	65	9427296	19221	26	8.34226	0.060172			
All Reads	ALL	66	7763602	16071	26	8.469826	0.066812			
All Reads	ALL	67	6306729	15001	26	9.732198	0.07946			
All Reads	ALL	68	5044172	12058	26	9.780933	0.089072			
All Reads	ALL	69	4036063	10043	26	10.181234	0.101594			
All Reads	ALL	70	3237424	7274	25	9.19324	0.107791			
All Reads	ALL	71	2593527	5581	25	8.804732	0.117858			
All Reads	ALL	72	2098727	4909	26	9.570441	0.136595			
All Reads	ALL	73	1714316	3954	26	9.437146	0.15008			
All Reads	ALL	74	1414431	3508	26	10.147819	0.171334			
All Reads	ALL	75	1193116	2855	24	9.790803	0.183238			
All Reads	ALL	76	1030236	2387	23	9.480049	0.194037			
All Reads	ALL	77	906345	1905	21	8.599958	0.197037			
All Reads	ALL	78	806223	1396	20	7.084759	0.189619			
All Reads	ALL	79	704539	1230	20	7.143235	0.203677			
All Reads	ALL	80	601018	999	25	6.801002	0.215174			
All Reads	ALL	81	504754	607	26	4.920438	0.199714			
All Reads	ALL	82	423484	396	29	3.826071	0.192267			
All Reads	ALL	83	348430	436	28	5.119951	0.245201			
All Reads	ALL	84	270044	235	28	3.560641	0.232271			
All Reads	ALL	85	195661	45	27	0.941029	0.14028			
All Reads	ALL	86	130371	29	21	0.910148	0.16901			
All Reads	ALL	87	84764	19	30	0.917143	0.210407			
All Reads	ALL	88	58468	9	23	0.629824	0.209941			
All Reads	ALL	89	38017	6	22	0.645756	0.263629			
All Reads	ALL	90	24933	0	0	0	0			
All Reads	ALL	91	15833	0	0	0	0			
All Reads	ALL	92	9370	0	0	0	0			
All Reads	ALL	93	5877	0	0	0	0			
All Reads	ALL	94	3408	0	0	0	0			
All Reads	ALL	95	1663	0	0	0	0			
All Reads	ALL	96	986	0	0	0	0			
All Reads	ALL	97	658	0	0	0	0			
All Reads	ALL	98	328	0	0	0	0			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	0	0	0	0			


