## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Agilent-110465_S31_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Agilent-110465_S31_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/NexteraCap-Agilent-110465_S31_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Agilent-110465_S31_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 16:02:48 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	32	94099516	3073	25	0.381847	0.006888			
All Reads	ALL	33	99563693	3931	25	0.461653	0.007363			
All Reads	ALL	34	103822748	4382	26	0.493508	0.007455			
All Reads	ALL	35	107046720	4856	26	0.530419	0.007612			
All Reads	ALL	36	109094349	5596	26	0.599777	0.008018			
All Reads	ALL	37	109759029	5827	27	0.620753	0.008132			
All Reads	ALL	38	108742561	6049	26	0.650426	0.008363			
All Reads	ALL	39	106350740	6745	27	0.741576	0.00903			
All Reads	ALL	40	102986732	7319	27	0.830968	0.009713			
All Reads	ALL	41	98941479	7483	27	0.884324	0.010223			
All Reads	ALL	42	94444701	7429	27	0.919744	0.010671			
All Reads	ALL	43	89958166	8009	27	1.041002	0.011632			
All Reads	ALL	44	85906450	8484	27	1.154753	0.012537			
All Reads	ALL	45	82456226	8854	27	1.255539	0.013343			
All Reads	ALL	46	79550344	8890	27	1.306694	0.013859			
All Reads	ALL	47	77085421	8776	27	1.331185	0.01421			
All Reads	ALL	48	74497370	8159	27	1.28059	0.014177			
All Reads	ALL	49	71272749	7918	27	1.298991	0.014598			
All Reads	ALL	50	67162836	6671	27	1.161384	0.014219			
All Reads	ALL	51	62356075	6843	27	1.283163	0.015512			
All Reads	ALL	52	57369069	6692	26	1.36393	0.016673			
All Reads	ALL	53	52702057	7236	26	1.605407	0.018873			
All Reads	ALL	54	48542265	6702	26	1.614353	0.01972			
All Reads	ALL	55	44876597	6917	27	1.802237	0.02167			
All Reads	ALL	56	41346578	6776	26	1.916231	0.023279			
All Reads	ALL	57	37594432	6239	26	1.940464	0.024567			
All Reads	ALL	58	33458358	6195	25	2.164964	0.027506			
All Reads	ALL	59	28972655	5889	25	2.376661	0.03097			
All Reads	ALL	60	24470214	5981	25	2.85792	0.036954			
All Reads	ALL	61	20316562	6358	25	3.659185	0.045891			
All Reads	ALL	62	16771816	5979	26	4.168334	0.053907			
All Reads	ALL	63	13846719	5360	25	4.526181	0.061823			
All Reads	ALL	64	11435727	4795	25	4.90274	0.070802			
All Reads	ALL	65	9427296	4473	25	5.547864	0.082952			
All Reads	ALL	66	7763602	3748	24	5.644823	0.092204			
All Reads	ALL	67	6306729	3151	24	5.841956	0.104072			
All Reads	ALL	68	5044172	2288	25	5.303715	0.11088			
All Reads	ALL	69	4036063	1594	25	4.617899	0.115665			
All Reads	ALL	70	3237424	1058	24	3.821203	0.117478			
All Reads	ALL	71	2593527	719	24	3.241546	0.120889			
All Reads	ALL	72	2098727	352	26	1.961105	0.104527			
All Reads	ALL	73	1714316	251	24	1.711973	0.108059			
All Reads	ALL	74	1414431	120	23	0.992004	0.090557			
All Reads	ALL	75	1193116	81	21	0.79381	0.088201			
All Reads	ALL	76	1030236	31	20	0.351835	0.063191			
All Reads	ALL	77	906345	14	20	0.180613	0.048271			
All Reads	ALL	78	806223	1	0	0.014503	0.014503			
All Reads	ALL	79	704539	5	16	0.082981	0.03711			
All Reads	ALL	80	601018	2	16	0.03891	0.027513			
All Reads	ALL	81	504754	1	10	0.023165	0.023165			
All Reads	ALL	82	423484	0	0	0	0			
All Reads	ALL	83	348430	1	0	0.033558	0.033558			
All Reads	ALL	84	270044	0	0	0	0			
All Reads	ALL	85	195661	0	0	0	0			
All Reads	ALL	86	130371	0	0	0	0			
All Reads	ALL	87	84764	0	0	0	0			
All Reads	ALL	88	58468	0	0	0	0			
All Reads	ALL	89	38017	0	0	0	0			
All Reads	ALL	90	24933	0	0	0	0			
All Reads	ALL	91	15833	0	0	0	0			
All Reads	ALL	92	9370	0	0	0	0			
All Reads	ALL	93	5877	0	0	0	0			
All Reads	ALL	94	3408	0	0	0	0			
All Reads	ALL	95	1663	0	0	0	0			
All Reads	ALL	96	986	0	0	0	0			
All Reads	ALL	97	658	0	0	0	0			
All Reads	ALL	98	328	0	0	0	0			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	0	0	0	0			


