## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-GIAB_S56_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-GIAB_S56_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/NexteraCap-IDT-GIAB_S56_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-GIAB_S56_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 16:50:30 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	32	94099516	1453	26	0.286944	0.007528			
All Reads	ALL	33	99563693	1659	26	0.309645	0.007602			
All Reads	ALL	34	103822748	1844	26	0.330055	0.007686			
All Reads	ALL	35	107046720	2120	27	0.368028	0.007993			
All Reads	ALL	36	109094349	2319	26	0.395018	0.008203			
All Reads	ALL	37	109759029	2452	27	0.415144	0.008384			
All Reads	ALL	38	108742561	2687	27	0.459184	0.008858			
All Reads	ALL	39	106350740	2919	28	0.510049	0.00944			
All Reads	ALL	40	102986732	3293	27	0.594195	0.010355			
All Reads	ALL	41	98941479	3479	27	0.653423	0.011078			
All Reads	ALL	42	94444701	3394	27	0.667809	0.011463			
All Reads	ALL	43	89958166	3969	27	0.819896	0.013014			
All Reads	ALL	44	85906450	4120	28	0.89123	0.013885			
All Reads	ALL	45	82456226	4047	27	0.91207	0.014337			
All Reads	ALL	46	79550344	4211	28	0.983697	0.015159			
All Reads	ALL	47	77085421	4229	27	1.019492	0.015677			
All Reads	ALL	48	74497370	4369	28	1.089832	0.016488			
All Reads	ALL	49	71272749	4400	28	1.147222	0.017295			
All Reads	ALL	50	67162836	4016	28	1.111176	0.017534			
All Reads	ALL	51	62356075	4227	27	1.259714	0.019376			
All Reads	ALL	52	57369069	4432	27	1.435623	0.021565			
All Reads	ALL	53	52702057	4901	27	1.728126	0.024685			
All Reads	ALL	54	48542265	4826	27	1.847505	0.026595			
All Reads	ALL	55	44876597	5109	27	2.115604	0.029598			
All Reads	ALL	56	41346578	5449	27	2.449038	0.033177			
All Reads	ALL	57	37594432	5376	27	2.657382	0.036243			
All Reads	ALL	58	33458358	5440	27	3.02143	0.040965			
All Reads	ALL	59	28972655	5335	27	3.421877	0.046849			
All Reads	ALL	60	24470214	5465	27	4.150216	0.05614			
All Reads	ALL	61	20316562	5717	27	5.229213	0.06916			
All Reads	ALL	62	16771816	5611	27	6.216966	0.082996			
All Reads	ALL	63	13846719	4908	26	6.586823	0.094021			
All Reads	ALL	64	11435727	4583	27	7.447395	0.110009			
All Reads	ALL	65	9427296	4090	27	8.062217	0.126065			
All Reads	ALL	66	7763602	3547	26	8.490167	0.142556			
All Reads	ALL	67	6306729	2963	25	8.730634	0.160391			
All Reads	ALL	68	5044172	2243	25	8.26338	0.174479			
All Reads	ALL	69	4036063	1629	25	7.500349	0.185832			
All Reads	ALL	70	3237424	1083	24	6.216518	0.1889			
All Reads	ALL	71	2593527	680	24	4.872327	0.186845			
All Reads	ALL	72	2098727	400	26	3.541786	0.177089			
All Reads	ALL	73	1714316	277	24	3.002667	0.180413			
All Reads	ALL	74	1414431	134	28	1.760522	0.152086			
All Reads	ALL	75	1193116	78	25	1.214871	0.137557			
All Reads	ALL	76	1030236	38	26	0.685433	0.111192			
All Reads	ALL	77	906345	17	28	0.348557	0.084537			
All Reads	ALL	78	806223	3	25	0.069149	0.039923			
All Reads	ALL	79	704539	4	16	0.105505	0.052753			
All Reads	ALL	80	601018	0	0	0	0			
All Reads	ALL	81	504754	1	0	0.036816	0.036816			
All Reads	ALL	82	423484	2	0	0.087763	0.062058			
All Reads	ALL	83	348430	0	0	0	0			
All Reads	ALL	84	270044	0	0	0	0			
All Reads	ALL	85	195661	0	0	0	0			
All Reads	ALL	86	130371	0	0	0	0			
All Reads	ALL	87	84764	0	0	0	0			
All Reads	ALL	88	58468	0	0	0	0			
All Reads	ALL	89	38017	0	0	0	0			
All Reads	ALL	90	24933	0	0	0	0			
All Reads	ALL	91	15833	0	0	0	0			
All Reads	ALL	92	9370	0	0	0	0			
All Reads	ALL	93	5877	0	0	0	0			
All Reads	ALL	94	3408	0	0	0	0			
All Reads	ALL	95	1663	0	0	0	0			
All Reads	ALL	96	986	0	0	0	0			
All Reads	ALL	97	658	0	0	0	0			
All Reads	ALL	98	328	0	0	0	0			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	0	0	0	0			


